partner_id,partner_name,email,phone,partner_type,role,region,city,city_tier,manager_id,training_path,signup_date,activation_date,cohort_month,months_active,onboarding_days,onboarding_status,modules_assigned,modules_completed,training_completion_pct,training_status,learning_hours,videos_completed,pdfs_opened,live_sessions_attended,mentor_sessions,portal_logins_30d,days_since_last_login,reminders_sent,quiz_attempts,quiz_avg_score,assessment_score,compliance_score,certification_status,certification_date,badges_earned,customer_ready,readiness_status,deployment_status,field_visits,leads_assigned,leads_converted,conversion_rate,sales_value,tickets_handled,avg_resolution_hours,qa_audit_score,productivity_score,customer_csat,complaints_count,repeat_issue_rate,partner_nps,performance_score,leaderboard_score,global_rank,regional_rank,at_risk_flag,at_risk_reason,next_best_action
PRT02967,Partner 2967,partner2967@demoapp.ai,+91-9962648509,Agent,Technician,East,Guwahati,Tier 2,MGR008,Field Technician Bootcamp,2025-08-28,2025-09-14,2025-08,6,17,Standard,9,4,44.9,At Risk,15.5,7,9,5,1,10,7,4,10,69.8,77.6,79.3,Not Certified,,2,0,Not Ready,In Training,39,4,2,50.0,8295.0,90,19.2,85.6,60.1,3.67,5,11.9,18,88.4,92.1,78,30,1,Low training progress,Assign mentor + mandatory reminders
PRT02968,Partner 2968,partner2968@demoapp.ai,+91-9642909099,Agent,Relationship Manager,North,Delhi,Tier 1,MGR001,Partner Relationship Mastery,2024-07-12,2024-08-18,2024-07,20,37,Delayed,8,2,28.3,At Risk,18.7,4,6,3,2,7,18,2,10,54.3,64.0,77.3,Not Certified,,2,0,Not Ready,In Training,36,116,43,37.1,828236.0,49,18.8,79.3,61.4,3.21,5,17.9,3,91.0,86.4,135,116,1,Low training progress,Assign mentor + mandatory reminders
PRT02969,Partner 2969,partner2969@demoapp.ai,+91-9662341042,Field Staff,Sales,North,Delhi,Tier 1,MGR022,Sales Excellence,2024-06-22,2024-06-29,2024-06,21,7,Fast,15,10,64.9,In Progress,28.2,15,7,2,0,20,6,0,19,72.1,81.6,66.6,In Progress,,0,0,Almost Ready,In Training,44,152,61,40.1,1082306.0,38,18.3,88.5,56.4,4.06,7,8.6,24,100.0,100.0,1,1,0,Low performance,Complete final certification
PRT02970,Partner 2970,partner2970@demoapp.ai,+91-9968257445,Franchise,Sales,South,Kochi,Tier 2,MGR066,Sales Excellence,2025-03-29,2025-04-25,2025-03,11,27,Standard,9,2,27.4,At Risk,17.0,6,10,1,0,11,8,6,5,82.9,53.5,54.5,Not Certified,,1,0,Not Ready,In Training,50,33,14,42.4,249505.0,57,28.4,69.7,53.1,3.22,7,22.1,-7,82.5,81.7,182,171,1,Low training progress,Assign mentor + mandatory reminders
PRT02971,Partner 2971,partner2971@demoapp.ai,+91-9316423202,Field Staff,Technician,North,Chandigarh,Tier 2,MGR078,Field Technician Bootcamp,2024-01-15,2024-02-07,2024-01,26,23,Standard,11,3,30.4,At Risk,14.9,10,11,1,2,9,16,3,13,69.1,63.3,49.4,Not Certified,,1,0,Not Ready,In Training,49,6,2,33.3,7287.0,40,21.5,66.0,58.5,3.24,7,18.8,7,75.1,78.3,216,197,1,Low training progress,Assign mentor + mandatory reminders
PRT02972,Partner 2972,partner2972@demoapp.ai,+91-9963010436,Field Staff,Sales,South,Kochi,Tier 2,MGR039,Sales Excellence,2025-04-24,2025-05-24,2025-04,10,30,Delayed,11,7,59.3,At Risk,25.8,7,11,3,1,11,17,0,11,72.1,69.0,68.9,Not Certified,,2,0,Not Ready,In Training,23,79,36,45.6,267564.0,3,17.8,76.8,59.7,3.76,5,13.9,10,91.4,96.8,31,24,0,Low performance,Complete final certification
PRT02973,Partner 2973,partner2973@demoapp.ai,+91-9123096397,Franchise,Technician,West,Pune,Tier 1,MGR003,Field Technician Bootcamp,2025-02-22,2025-03-17,2025-02,12,23,Standard,11,1,10.1,At Risk,16.0,5,7,1,1,3,17,2,12,45.7,67.0,40.0,Not Certified,,1,0,Not Ready,In Training,33,7,3,42.9,15502.0,183,24.3,64.1,53.8,3.35,5,12.5,-6,81.6,79.9,200,187,1,Low training progress,Assign mentor + mandatory reminders
PRT02974,Partner 2974,partner2974@demoapp.ai,+91-9106555336,Service Partner,Sales,West,Ahmedabad,Tier 1,MGR006,Sales Excellence,2025-07-01,2025-07-19,2025-07,8,18,Standard,12,4,34.2,At Risk,20.1,12,9,5,2,10,5,4,17,71.0,61.3,51.4,Not Certified,,2,0,Not Ready,In Training,26,155,75,48.4,1307567.0,14,19.4,65.9,66.5,3.32,6,11.7,18,83.1,84.0,159,146,1,Low training progress,Assign mentor + mandatory reminders
PRT02975,Partner 2975,partner2975@demoapp.ai,+91-9843315623,Field Staff,Relationship Manager,North,Jaipur,Tier 2,MGR066,Partner Relationship Mastery,2024-05-01,2024-05-27,2024-05,22,26,Standard,11,5,43.1,At Risk,26.3,7,11,1,2,13,2,2,12,63.8,64.2,73.4,Not Certified,,2,0,Not Ready,In Training,38,15,6,40.0,74569.0,10,24.8,66.5,51.4,3.6,5,19.0,-4,85.8,89.7,102,83,1,Low training progress,Assign mentor + mandatory reminders
PRT02976,Partner 2976,partner2976@demoapp.ai,+91-9269941083,Reseller,Operations,North,Lucknow,Tier 2,MGR028,Ops Compliance Track,2025-03-17,2025-04-06,2025-03,12,20,Standard,10,4,35.7,At Risk,22.0,8,9,3,1,18,1,4,10,55.4,68.2,69.8,Not Certified,,2,0,Not Ready,In Training,7,33,16,48.5,17548.0,160,21.8,71.8,58.5,3.3,6,16.6,9,85.6,85.4,145,126,1,Low training progress,Assign mentor + mandatory reminders
PRT02977,Partner 2977,partner2977@demoapp.ai,+91-9108781573,Field Staff,Relationship Manager,West,Ahmedabad,Tier 1,MGR071,Partner Relationship Mastery,2024-12-01,2024-12-25,2024-12,15,24,Standard,11,6,51.6,At Risk,15.6,2,8,2,0,19,1,2,14,68.2,87.4,76.6,Not Certified,,1,0,Not Ready,In Training,59,55,25,45.5,675718.0,49,15.6,81.4,60.7,3.6,6,19.2,5,95.0,96.0,39,30,0,Low performance,Complete final certification
PRT02978,Partner 2978,partner2978@demoapp.ai,+91-9609358845,Reseller,Operations,East,Patna,Tier 2,MGR041,Ops Compliance Track,2024-05-12,2024-06-10,2024-05,22,29,Delayed,15,3,17.3,At Risk,19.7,10,18,0,1,7,15,4,14,59.7,58.6,58.8,Not Certified,,0,0,Not Ready,In Training,12,28,11,39.3,35295.0,122,30.5,57.9,64.6,2.71,5,24.0,-3,70.8,68.6,313,244,1,Low training progress,Assign mentor + mandatory reminders
PRT02979,Partner 2979,partner2979@demoapp.ai,+91-9821587831,Reseller,Operations,North,Chandigarh,Tier 2,MGR071,Ops Compliance Track,2024-12-09,2024-12-28,2024-12,15,19,Standard,9,3,36.6,At Risk,15.4,7,6,0,0,12,10,2,13,62.2,52.0,67.8,Not Certified,,2,0,Not Ready,In Training,18,26,11,42.3,43153.0,93,29.5,63.1,42.8,2.9,7,24.7,9,71.5,73.8,261,239,1,Low training progress,Assign mentor + mandatory reminders
PRT02980,Partner 2980,partner2980@demoapp.ai,+91-9432494972,Service Partner,Support,West,Pune,Tier 1,MGR011,Support Academy,2025-12-03,2025-12-18,2025-12,3,15,Standard,16,5,31.7,At Risk,24.6,12,2,3,1,6,15,3,24,77.9,68.7,70.7,Not Certified,,1,0,Not Ready,In Training,7,5,2,40.0,7223.0,29,18.4,76.2,47.9,3.37,6,14.4,3,81.0,83.0,169,156,1,Low training progress,Assign mentor + mandatory reminders
PRT02981,Partner 2981,partner2981@demoapp.ai,+91-9140745071,Field Staff,Support,North,Chandigarh,Tier 2,MGR069,Support Academy,2025-09-18,2025-10-01,2025-09,5,13,Fast,11,5,47.0,At Risk,12.5,8,10,1,1,24,1,2,9,75.5,52.1,62.4,Not Certified,,0,0,Not Ready,In Training,12,11,4,36.4,19137.0,80,24.6,57.7,62.0,2.95,7,22.2,-1,77.1,79.0,209,190,1,Poor customer satisfaction,Quality coaching
PRT02982,Partner 2982,partner2982@demoapp.ai,+91-9674294624,Agent,Operations,North,Chandigarh,Tier 2,MGR044,Ops Compliance Track,2024-05-06,2024-05-28,2024-05,22,22,Standard,10,5,50.2,At Risk,14.6,7,9,2,2,14,4,4,14,66.8,63.3,73.4,Not Certified,,2,0,Not Ready,In Training,7,11,4,36.4,12856.0,73,22.1,69.3,60.0,3.02,7,17.4,32,85.2,84.6,153,134,1,Poor customer satisfaction,Quality coaching
PRT02983,Partner 2983,partner2983@demoapp.ai,+91-9905962432,Franchise,Operations,West,Surat,Tier 2,MGR036,Ops Compliance Track,2025-10-05,2025-10-16,2025-10,5,11,Fast,12,3,27.8,At Risk,6.8,10,11,1,2,13,15,3,19,67.3,49.8,69.0,Not Certified,,0,0,Not Ready,In Training,12,25,11,44.0,29020.0,115,31.3,69.8,45.4,3.18,7,27.5,3,82.3,81.2,187,174,1,Low training progress,Assign mentor + mandatory reminders
PRT02984,Partner 2984,partner2984@demoapp.ai,+91-9254883681,Field Staff,Operations,East,Kolkata,Tier 1,MGR043,Ops Compliance Track,2025-03-05,2025-03-20,2025-03,12,15,Standard,16,7,42.6,At Risk,35.3,7,16,1,1,17,10,3,17,63.6,59.4,68.3,Not Certified,,1,0,Not Ready,In Training,2,0,0,0.0,0.0,103,24.4,58.3,46.8,3.19,6,21.0,-3,66.7,75.0,249,188,1,Low training progress,Assign mentor + mandatory reminders
PRT02985,Partner 2985,partner2985@demoapp.ai,+91-9258700321,Franchise,Relationship Manager,South,Hyderabad,Tier 1,MGR027,Partner Relationship Mastery,2024-02-05,2024-02-15,2024-02,25,10,Fast,15,4,24.7,At Risk,32.7,10,11,3,2,9,17,4,16,57.2,63.2,58.2,Not Certified,,1,0,Not Ready,In Training,61,51,21,41.2,335418.0,39,25.2,69.5,51.8,3.24,6,23.8,-13,80.7,80.5,194,183,1,Low training progress,Assign mentor + mandatory reminders
PRT02986,Partner 2986,partner2986@demoapp.ai,+91-9426377727,Agent,Sales,West,Ahmedabad,Tier 1,MGR049,Sales Excellence,2025-11-30,2025-12-22,2025-11,3,22,Standard,15,6,38.4,At Risk,36.5,14,17,2,0,10,9,4,16,64.5,70.9,74.4,Not Certified,,1,0,Not Ready,In Training,50,141,65,46.1,1457023.0,44,21.9,77.3,61.7,3.08,6,13.7,7,91.9,87.1,128,115,1,Low training progress,Assign mentor + mandatory reminders
PRT02987,Partner 2987,partner2987@demoapp.ai,+91-9403931163,Franchise,Operations,Central,Raipur,Tier 2,MGR062,Ops Compliance Track,2025-02-03,2025-02-15,2025-02,13,12,Fast,9,2,26.9,At Risk,17.6,4,5,4,0,15,6,2,14,55.4,69.2,40.0,Not Certified,,1,0,Not Ready,In Training,1,29,10,34.5,55131.0,46,25.4,83.5,43.0,3.15,7,17.5,21,75.4,77.0,229,152,1,Low training progress,Assign mentor + mandatory reminders
PRT02988,Partner 2988,partner2988@demoapp.ai,+91-9435164118,Field Staff,Operations,North,Jaipur,Tier 2,MGR065,Ops Compliance Track,2025-11-24,2025-12-02,2025-11,3,8,Fast,15,8,51.2,At Risk,24.0,10,13,2,1,19,7,1,23,80.0,63.9,40.8,Not Certified,,2,0,Not Ready,In Training,1,28,12,42.9,74969.0,169,16.4,84.7,63.5,3.43,6,11.3,27,90.7,91.9,80,62,0,Low performance,Complete final certification
PRT02989,Partner 2989,partner2989@demoapp.ai,+91-9596869536,Franchise,Technician,West,Pune,Tier 1,MGR079,Field Technician Bootcamp,2024-03-15,2024-03-24,2024-03,24,9,Fast,14,3,19.2,At Risk,31.6,7,10,3,2,6,15,4,16,66.0,42.9,53.5,Not Certified,,0,0,Not Ready,In Training,56,28,10,35.7,34822.0,62,34.3,68.2,47.4,2.5,8,28.4,0,67.0,64.7,351,309,1,Low training progress,Assign mentor + mandatory reminders
PRT02990,Partner 2990,partner2990@demoapp.ai,+91-9748988063,Field Staff,Operations,North,Delhi,Tier 1,MGR034,Ops Compliance Track,2024-05-07,2024-05-20,2024-05,22,13,Fast,8,3,43.7,At Risk,11.9,6,9,4,1,17,2,3,13,57.9,70.8,49.6,Not Certified,,0,0,Not Ready,In Training,6,20,7,35.0,30458.0,196,22.5,89.1,70.2,3.47,6,15.4,8,96.0,94.1,58,41,1,Low training progress,Assign mentor + mandatory reminders
PRT02991,Partner 2991,partner2991@demoapp.ai,+91-9309264469,Reseller,Technician,East,Bhubaneswar,Tier 2,MGR062,Field Technician Bootcamp,2025-11-16,2025-11-30,2025-11,4,14,Fast,11,3,24.4,At Risk,13.2,8,8,3,1,8,10,3,10,73.9,58.6,76.1,Not Certified,,1,0,Not Ready,In Training,50,4,1,25.0,5345.0,182,20.7,85.9,57.7,3.56,5,23.0,-1,86.0,86.6,133,74,1,Low training progress,Assign mentor + mandatory reminders
PRT02992,Partner 2992,partner2992@demoapp.ai,+91-9960487949,Reseller,Operations,South,Chennai,Tier 1,MGR072,Ops Compliance Track,2024-06-30,2024-07-20,2024-06,20,20,Standard,15,5,32.3,At Risk,26.0,8,14,0,2,13,6,1,20,66.4,42.4,79.5,Not Certified,,2,0,Not Ready,In Training,19,24,10,41.7,58519.0,22,23.0,67.4,46.2,3.42,6,12.7,-9,86.4,86.6,133,122,1,Low training progress,Assign mentor + mandatory reminders
PRT02993,Partner 2993,partner2993@demoapp.ai,+91-9102670948,Agent,Sales,South,Bengaluru,Tier 1,MGR002,Sales Excellence,2025-02-21,2025-03-10,2025-02,12,17,Standard,12,6,48.4,At Risk,23.8,8,11,0,1,12,4,2,12,49.5,61.4,69.0,Not Certified,,1,0,Not Ready,In Training,21,36,13,36.1,112699.0,50,24.0,68.0,72.0,3.11,7,16.4,5,93.4,89.7,102,91,1,Poor customer satisfaction,Quality coaching
PRT02994,Partner 2994,partner2994@demoapp.ai,+91-9493321310,Field Staff,Operations,North,Jaipur,Tier 2,MGR038,Ops Compliance Track,2025-04-02,2025-04-23,2025-04,11,21,Standard,13,2,17.4,At Risk,18.7,9,12,0,3,6,30,5,16,57.5,41.8,40.0,Not Certified,,1,0,Not Ready,In Training,15,31,11,35.5,60606.0,133,28.8,62.2,52.6,2.71,7,19.3,-3,70.7,68.6,313,278,1,Low training progress,Assign mentor + mandatory reminders
PRT02995,Partner 2995,partner2995@demoapp.ai,+91-9160473799,Field Staff,Sales,West,Pune,Tier 1,MGR057,Sales Excellence,2025-12-21,2026-01-12,2025-12,2,22,Standard,11,5,41.9,At Risk,14.6,6,8,1,1,10,2,5,12,71.4,45.4,53.2,Not Certified,,0,0,Not Ready,In Training,55,168,69,41.1,1147157.0,3,26.4,65.4,72.5,3.41,6,29.4,6,84.4,86.8,131,118,1,Low training progress,Assign mentor + mandatory reminders
PRT02996,Partner 2996,partner2996@demoapp.ai,+91-9276244539,Field Staff,Support,South,Kochi,Tier 2,MGR037,Support Academy,2024-09-13,2024-10-07,2024-09,18,24,Standard,8,1,13.4,At Risk,12.9,5,8,0,0,5,12,4,8,47.5,49.4,46.1,Not Certified,,2,0,Not Ready,In Training,6,36,12,33.3,118764.0,184,28.9,71.5,38.4,3.02,7,20.6,-20,72.8,72.2,277,264,1,Low training progress,Assign mentor + mandatory reminders
PRT02997,Partner 2997,partner2997@demoapp.ai,+91-9399484272,Field Staff,Sales,Central,Indore,Tier 2,MGR009,Sales Excellence,2025-07-26,2025-07-29,2025-07,7,3,Fast,15,5,31.3,At Risk,29.8,9,14,5,0,11,14,3,19,82.9,57.2,59.1,Not Certified,,0,0,Not Ready,In Training,18,146,76,52.1,1623622.0,44,28.6,59.0,55.6,3.04,6,19.1,0,70.7,74.0,259,181,1,Low training progress,Assign mentor + mandatory reminders
PRT02998,Partner 2998,partner2998@demoapp.ai,+91-9632191368,Franchise,Support,South,Kochi,Tier 2,MGR053,Support Academy,2025-07-09,2025-07-18,2025-07,8,9,Fast,14,2,17.5,At Risk,24.3,4,14,3,0,5,14,3,13,47.4,48.6,40.0,Not Certified,,1,0,Not Ready,In Training,5,9,4,44.4,22979.0,188,25.4,64.8,44.0,3.15,7,18.1,-12,82.1,79.3,206,195,1,Low training progress,Assign mentor + mandatory reminders
PRT02999,Partner 2999,partner2999@demoapp.ai,+91-9787811035,Service Partner,Sales,West,Pune,Tier 1,MGR033,Sales Excellence,2025-06-16,2025-07-08,2025-06,9,22,Standard,10,4,36.4,At Risk,29.9,9,13,5,1,14,6,3,14,68.4,65.3,78.1,Not Certified,,0,0,Not Ready,In Training,30,50,19,38.0,35223.0,57,15.1,76.4,49.6,3.41,6,18.9,5,81.5,84.4,155,142,1,Low training progress,Assign mentor + mandatory reminders
PRT03000,Partner 3000,partner3000@demoapp.ai,+91-9471919883,Franchise,Operations,East,Bhubaneswar,Tier 2,MGR050,Ops Compliance Track,2025-02-01,2025-02-21,2025-02,13,20,Standard,10,2,17.2,At Risk,17.4,9,9,0,1,9,15,3,14,49.1,34.3,53.3,Not Certified,,2,0,Not Ready,In Training,16,35,12,34.3,50796.0,155,31.6,62.9,44.7,2.65,7,25.5,-4,68.2,66.6,332,258,1,Low training progress,Assign mentor + mandatory reminders
PRT03001,Partner 3001,partner3001@demoapp.ai,+91-9749377025,Reseller,Technician,South,Chennai,Tier 1,MGR001,Field Technician Bootcamp,2024-02-24,2024-03-21,2024-02,25,26,Standard,12,3,29.1,At Risk,25.7,5,8,0,2,6,21,3,15,54.5,46.4,55.8,Not Certified,,0,0,Not Ready,In Training,58,19,1,5.3,2596.0,55,28.2,65.9,47.5,2.82,9,26.0,14,72.1,72.2,277,264,1,Low training progress,Assign mentor + mandatory reminders
PRT03002,Partner 3002,partner3002@demoapp.ai,+91-9900139839,Field Staff,Operations,West,Surat,Tier 2,MGR001,Ops Compliance Track,2024-07-21,2024-07-27,2024-07,20,6,Fast,15,7,47.8,At Risk,17.2,14,21,2,4,18,3,3,17,69.2,68.3,70.7,Not Certified,,0,0,Not Ready,In Training,9,39,17,43.6,139093.0,213,22.7,67.7,61.1,3.44,7,10.9,9,81.5,86.4,135,122,0,Low performance,Complete final certification
PRT03003,Partner 3003,partner3003@demoapp.ai,+91-9639529101,Agent,Sales,West,Ahmedabad,Tier 1,MGR049,Sales Excellence,2025-03-02,2025-03-16,2025-03,12,14,Fast,8,3,42.3,At Risk,16.5,6,9,5,3,14,13,5,11,58.5,71.8,63.0,Not Certified,,1,0,Not Ready,In Training,37,37,21,56.8,471065.0,19,19.3,77.1,61.6,3.4,5,26.0,15,91.5,90.7,92,80,1,Low training progress,Assign mentor + mandatory reminders
PRT03004,Partner 3004,partner3004@demoapp.ai,+91-9361338610,Reseller,Sales,East,Kolkata,Tier 1,MGR079,Sales Excellence,2024-11-08,2024-11-24,2024-11,16,16,Standard,13,7,57.1,At Risk,20.7,7,14,4,1,25,0,3,18,68.9,83.9,54.6,Not Certified,,1,0,Not Ready,In Training,8,118,55,46.6,943832.0,58,18.4,76.3,63.6,3.75,6,18.6,34,93.9,97.7,22,7,0,Low performance,Complete final certification
PRT03005,Partner 3005,partner3005@demoapp.ai,+91-9678216414,Franchise,Relationship Manager,South,Kochi,Tier 2,MGR052,Partner Relationship Mastery,2024-05-20,2024-06-08,2024-05,22,19,Standard,15,5,35.5,At Risk,26.9,10,13,1,1,16,3,3,16,56.9,61.2,75.8,Not Certified,,1,0,Not Ready,In Training,41,72,27,37.5,248491.0,44,29.7,64.6,58.5,3.3,6,14.4,13,86.7,86.0,139,128,1,Low training progress,Assign mentor + mandatory reminders
PRT03006,Partner 3006,partner3006@demoapp.ai,+91-9671872512,Reseller,Relationship Manager,East,Kolkata,Tier 1,MGR076,Partner Relationship Mastery,2025-06-09,2025-06-27,2025-06,9,18,Standard,12,2,19.0,At Risk,30.7,7,13,2,1,9,15,2,15,41.6,57.7,49.3,Not Certified,,1,0,Not Ready,In Training,22,134,56,41.8,1064234.0,53,24.2,83.4,58.2,3.64,5,21.6,-3,84.8,85.9,140,80,1,Low training progress,Assign mentor + mandatory reminders
PRT03007,Partner 3007,partner3007@demoapp.ai,+91-9417300426,Field Staff,Technician,East,Bhubaneswar,Tier 2,MGR068,Field Technician Bootcamp,2024-12-16,2025-01-07,2024-12,15,22,Standard,8,4,48.7,At Risk,13.1,7,3,2,0,18,14,2,9,65.6,67.5,62.9,Not Certified,,1,0,Not Ready,In Training,16,39,12,30.8,60451.0,161,20.2,62.3,46.6,3.29,7,21.6,20,71.3,79.4,205,144,0,Low performance,Complete final certification
PRT03008,Partner 3008,partner3008@demoapp.ai,+91-9369932443,Franchise,Relationship Manager,South,Hyderabad,Tier 1,MGR023,Partner Relationship Mastery,2025-08-19,2025-09-05,2025-08,6,17,Standard,8,3,33.2,At Risk,9.7,4,10,0,0,15,2,4,11,80.8,64.3,72.8,Not Certified,,1,0,Not Ready,In Training,16,32,16,50.0,304284.0,9,24.3,74.4,44.8,2.96,6,22.6,12,79.1,78.1,218,207,1,Low training progress,Assign mentor + mandatory reminders
PRT03009,Partner 3009,partner3009@demoapp.ai,+91-9752255798,Franchise,Relationship Manager,West,Ahmedabad,Tier 1,MGR009,Partner Relationship Mastery,2025-02-20,2025-03-21,2025-02,12,29,Delayed,9,2,22.0,At Risk,11.5,9,10,0,1,11,5,4,9,52.1,42.9,43.3,Not Certified,,0,0,Not Ready,In Training,15,99,34,34.3,766945.0,4,33.4,69.4,41.1,2.82,7,19.8,5,72.8,71.5,284,267,1,Low training progress,Assign mentor + mandatory reminders
PRT03010,Partner 3010,partner3010@demoapp.ai,+91-9673284703,Reseller,Technician,South,Chennai,Tier 1,MGR045,Field Technician Bootcamp,2024-10-07,2024-11-08,2024-10,17,32,Delayed,16,5,32.1,At Risk,30.0,15,14,1,0,13,11,3,20,60.9,52.3,56.5,Not Certified,,0,0,Not Ready,In Training,64,10,3,30.0,7959.0,64,23.3,75.2,44.1,2.71,6,24.5,-20,75.1,73.2,267,254,1,Low training progress,Assign mentor + mandatory reminders
PRT03011,Partner 3011,partner3011@demoapp.ai,+91-9512982944,Agent,Operations,South,Kochi,Tier 2,MGR050,Ops Compliance Track,2024-03-23,2024-04-01,2024-03,24,9,Fast,12,4,34.1,At Risk,22.2,6,13,3,0,11,11,3,14,63.2,60.4,74.0,Not Certified,,1,0,Not Ready,In Training,10,17,6,35.3,5440.0,203,25.6,73.9,57.9,3.06,7,11.8,-10,80.5,80.0,199,188,1,Low training progress,Assign mentor + mandatory reminders
PRT03012,Partner 3012,partner3012@demoapp.ai,+91-9774383269,Service Partner,Relationship Manager,East,Guwahati,Tier 2,MGR062,Partner Relationship Mastery,2024-03-20,2024-04-07,2024-03,24,18,Standard,9,2,19.3,At Risk,16.5,9,9,1,1,8,10,6,13,71.9,52.0,57.5,Not Certified,,2,0,Not Ready,In Training,33,20,8,40.0,95648.0,1,22.9,67.8,60.2,3.22,9,20.3,-10,76.8,77.3,226,165,1,Low training progress,Assign mentor + mandatory reminders
PRT03013,Partner 3013,partner3013@demoapp.ai,+91-9116379696,Reseller,Technician,Central,Raipur,Tier 2,MGR042,Field Technician Bootcamp,2025-01-20,2025-02-13,2025-01,14,24,Standard,16,2,15.1,At Risk,19.5,13,10,2,1,7,9,2,17,58.3,41.4,44.6,Not Certified,,1,0,Not Ready,In Training,31,33,13,39.4,40062.0,68,34.7,71.6,35.8,3.22,6,22.6,-1,72.0,74.1,258,180,1,Low training progress,Assign mentor + mandatory reminders
PRT03014,Partner 3014,partner3014@demoapp.ai,+91-9588989914,Reseller,Support,South,Chennai,Tier 1,MGR074,Support Academy,2024-09-25,2024-10-18,2024-09,17,23,Standard,15,5,34.5,At Risk,40.7,10,14,2,1,9,10,3,19,54.4,47.4,58.1,Not Certified,,0,0,Not Ready,In Training,9,31,11,35.5,28713.0,63,23.0,66.4,38.0,2.95,6,13.8,4,74.4,75.6,243,232,1,Low training progress,Assign mentor + mandatory reminders
PRT03015,Partner 3015,partner3015@demoapp.ai,+91-9101980036,Agent,Sales,South,Kochi,Tier 2,MGR068,Sales Excellence,2025-06-29,2025-07-14,2025-06,8,15,Standard,9,3,32.4,At Risk,22.1,7,9,3,2,6,19,3,10,46.2,53.1,54.1,Not Certified,,1,0,Not Ready,In Training,10,43,18,41.9,256427.0,27,22.6,77.1,51.3,3.34,6,23.9,2,83.6,84.2,157,146,1,Low training progress,Assign mentor + mandatory reminders
PRT03016,Partner 3016,partner3016@demoapp.ai,+91-9909455337,Reseller,Sales,North,Delhi,Tier 1,MGR047,Sales Excellence,2025-04-24,2025-05-14,2025-04,10,20,Standard,14,7,53.2,At Risk,26.0,12,12,1,2,14,6,1,11,61.9,61.7,52.2,Not Certified,,1,0,Not Ready,In Training,46,88,38,43.2,8438.0,48,20.4,81.4,58.6,3.14,7,24.9,21,84.7,86.0,139,120,1,Poor customer satisfaction,Quality coaching
PRT03017,Partner 3017,partner3017@demoapp.ai,+91-9336849271,Service Partner,Relationship Manager,West,Surat,Tier 2,MGR045,Partner Relationship Mastery,2024-08-04,2024-08-09,2024-08,19,5,Fast,10,3,26.2,At Risk,11.2,6,8,3,2,10,18,4,11,60.1,60.3,43.6,Not Certified,,1,0,Not Ready,In Training,50,123,40,32.5,556563.0,4,24.6,70.7,37.1,3.2,6,15.6,0,76.8,78.2,217,204,1,Low training progress,Assign mentor + mandatory reminders
PRT03018,Partner 3018,partner3018@demoapp.ai,+91-9668869165,Franchise,Relationship Manager,South,Hyderabad,Tier 1,MGR002,Partner Relationship Mastery,2025-07-31,2025-08-18,2025-07,7,18,Standard,8,3,40.2,At Risk,20.1,7,9,0,1,16,5,4,11,54.2,43.8,61.9,Not Certified,,0,0,Not Ready,In Training,37,95,39,41.1,401804.0,45,22.0,73.6,72.6,3.19,8,25.0,20,93.6,89.4,105,94,1,Low training progress,Assign mentor + mandatory reminders
PRT03019,Partner 3019,partner3019@demoapp.ai,+91-9638445501,Agent,Support,South,Hyderabad,Tier 1,MGR063,Support Academy,2025-03-06,2025-03-12,2025-03,12,6,Fast,8,2,23.7,At Risk,18.5,5,8,5,2,5,20,3,11,69.9,77.2,40.0,Not Certified,,1,0,Not Ready,In Training,5,19,9,47.4,38950.0,51,26.6,70.7,51.0,3.5,4,12.0,3,89.9,88.0,119,108,1,Low training progress,Assign mentor + mandatory reminders
PRT03020,Partner 3020,partner3020@demoapp.ai,+91-9893742377,Agent,Technician,North,Delhi,Tier 1,MGR055,Field Technician Bootcamp,2025-10-30,2025-11-21,2025-10,4,22,Standard,12,5,43.9,At Risk,22.2,10,16,2,4,15,8,4,13,63.3,57.5,55.7,Not Certified,,2,0,Not Ready,In Training,15,38,15,39.5,57647.0,217,24.3,76.7,65.0,3.26,8,17.1,24,89.0,88.1,118,99,1,Low training progress,Assign mentor + mandatory reminders
PRT03021,Partner 3021,partner3021@demoapp.ai,+91-9991280758,Agent,Sales,Central,Raipur,Tier 2,MGR072,Sales Excellence,2025-12-25,2026-01-03,2025-12,2,9,Fast,15,4,26.2,At Risk,35.1,10,11,2,1,11,9,3,22,71.1,43.3,45.0,Not Certified,,1,0,Not Ready,In Training,38,30,13,43.3,206429.0,7,27.2,51.2,48.7,2.58,5,29.5,-20,62.8,64.3,353,248,1,Low training progress,Assign mentor + mandatory reminders
PRT03022,Partner 3022,partner3022@demoapp.ai,+91-9295142072,Reseller,Sales,South,Chennai,Tier 1,MGR008,Sales Excellence,2026-01-01,2026-01-20,2026-01,2,19,Standard,16,5,32.8,At Risk,25.2,8,16,2,0,12,14,2,24,58.3,48.6,58.0,Not Certified,,1,0,Not Ready,In Training,9,49,18,36.7,312029.0,4,27.8,74.6,50.8,3.29,6,25.9,12,82.7,83.3,166,155,1,Low training progress,Assign mentor + mandatory reminders
